_items/_id,_items/clusterID,_items/connectionTime,_items/disconnectTime,_items/doneChargingTime,_items/kWhDelivered,_items/sessionID,_items/siteID,_items/spaceID,_items/stationID,_items/timezone,_items/userID,_items/userInputs/0/WhPerMile,_items/userInputs/0/kWhRequested,_items/userInputs/0/milesRequested,_items/userInputs/0/minutesAvailable,_items/userInputs/0/modifiedAt,_items/userInputs/0/paymentRequired,_items/userInputs/0/requestedDeparture,_items/userInputs/0/userID,_items/userInputs/1/WhPerMile,_items/userInputs/1/kWhRequested,_items/userInputs/1/milesRequested,_items/userInputs/1/minutesAvailable,_items/userInputs/1/modifiedAt,_items/userInputs/1/paymentRequired,_items/userInputs/1/requestedDeparture,_items/userInputs/1/userID,_items/userInputs/0,_items/userInputs/2/WhPerMile,_items/userInputs/2/kWhRequested,_items/userInputs/2/milesRequested,_items/userInputs/2/minutesAvailable,_items/userInputs/2/modifiedAt,_items/userInputs/2/paymentRequired,_items/userInputs/2/requestedDeparture,_items/userInputs/2/userID,_items/userInputs/3/WhPerMile,_items/userInputs/3/kWhRequested,_items/userInputs/3/milesRequested,_items/userInputs/3/minutesAvailable,_items/userInputs/3/modifiedAt,_items/userInputs/3/paymentRequired,_items/userInputs/3/requestedDeparture,_items/userInputs/3/userID,_items/userInputs/4/WhPerMile,_items/userInputs/4/kWhRequested,_items/userInputs/4/milesRequested,_items/userInputs/4/minutesAvailable,_items/userInputs/4/modifiedAt,_items/userInputs/4/paymentRequired,_items/userInputs/4/requestedDeparture,_items/userInputs/4/userID,_items/userInputs/5/WhPerMile,_items/userInputs/5/kWhRequested,_items/userInputs/5/milesRequested,_items/userInputs/5/minutesAvailable,_items/userInputs/5/modifiedAt,_items/userInputs/5/paymentRequired,_items/userInputs/5/requestedDeparture,_items/userInputs/5/userID,_items/userInputs/6/WhPerMile,_items/userInputs/6/kWhRequested,_items/userInputs/6/milesRequested,_items/userInputs/6/minutesAvailable,_items/userInputs/6/modifiedAt,_items/userInputs/6/paymentRequired,_items/userInputs/6/requestedDeparture,_items/userInputs/6/userID,_items/userInputs/7/WhPerMile,_items/userInputs/7/kWhRequested,_items/userInputs/7/milesRequested,_items/userInputs/7/minutesAvailable,_items/userInputs/7/modifiedAt,_items/userInputs/7/paymentRequired,_items/userInputs/7/requestedDeparture,_items/userInputs/7/userID,_items/userInputs/8/WhPerMile,_items/userInputs/8/kWhRequested,_items/userInputs/8/milesRequested,_items/userInputs/8/minutesAvailable,_items/userInputs/8/modifiedAt,_items/userInputs/8/paymentRequired,_items/userInputs/8/requestedDeparture,_items/userInputs/8/userID,_items/userInputs/9/WhPerMile,_items/userInputs/9/kWhRequested,_items/userInputs/9/milesRequested,_items/userInputs/9/minutesAvailable,_items/userInputs/9/modifiedAt,_items/userInputs/9/paymentRequired,_items/userInputs/9/requestedDeparture,_items/userInputs/9/userID
5de9af2ff9af8b0566612c51,0039,"Tue, 19 Nov 2019 17:35:03 GMT","Wed, 20 Nov 2019 02:14:53 GMT","Wed, 20 Nov 2019 02:14:50 GMT",5.593,2_39_78_363_2019-11-19 17:35:03.113853,0002,CA-320,2-39-78-363,America/Los_Angeles,000000714,400,20,50,451,"Tue, 19 Nov 2019 17:35:36 GMT",true,"Wed, 20 Nov 2019 01:06:03 GMT",714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de9af2ff9af8b0566612c52,0039,"Tue, 19 Nov 2019 17:40:02 GMT","Wed, 20 Nov 2019 01:52:45 GMT","Tue, 19 Nov 2019 20:55:05 GMT",20.091,2_39_79_378_2019-11-19 17:40:02.480012,0002,CA-326,2-39-79-378,America/Los_Angeles,000001104,250,37.5,150,436,"Tue, 19 Nov 2019 17:40:27 GMT",true,"Wed, 20 Nov 2019 00:56:02 GMT",1104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de9af2ff9af8b0566612c53,0039,"Tue, 19 Nov 2019 17:48:35 GMT","Wed, 20 Nov 2019 01:49:49 GMT","Tue, 19 Nov 2019 18:34:18 GMT",1.989,2_39_91_437_2019-11-19 17:48:34.952178,0002,CA-317,2-39-91-437,America/Los_Angeles,000000891,400,8,20,206,"Tue, 19 Nov 2019 17:48:51 GMT",true,"Tue, 19 Nov 2019 21:14:35 GMT",891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de9af2ff9af8b0566612c54,0039,"Tue, 19 Nov 2019 18:07:29 GMT","Wed, 20 Nov 2019 02:14:01 GMT","Tue, 19 Nov 2019 19:59:15 GMT",11.284,2_39_89_25_2019-11-19 18:07:28.531425,0002,CA-315,2-39-89-25,America/Los_Angeles,000001095,400,12,30,441,"Tue, 19 Nov 2019 18:07:33 GMT",true,"Wed, 20 Nov 2019 01:28:29 GMT",1095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de9af2ff9af8b0566612c55,0039,"Tue, 19 Nov 2019 18:10:03 GMT","Wed, 20 Nov 2019 01:33:27 GMT","Tue, 19 Nov 2019 22:20:44 GMT",8.402,2_39_92_442_2019-11-19 18:10:03.158940,0002,CA-498,2-39-92-442,America/Los_Angeles,000000668,425,8.5,20,166,"Tue, 19 Nov 2019 18:10:24 GMT",true,"Tue, 19 Nov 2019 20:56:03 GMT",668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de9af2ff9af8b0566612c56,0039,"Tue, 19 Nov 2019 18:14:36 GMT","Tue, 19 Nov 2019 19:23:48 GMT","Tue, 19 Nov 2019 19:20:12 GMT",0.989,2_39_78_361_2019-11-19 18:14:35.981361,0002,CA-493,2-39-78-361,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de9af2ff9af8b0566612c57,0039,"Tue, 19 Nov 2019 18:17:20 GMT","Wed, 20 Nov 2019 01:45:55 GMT","Wed, 20 Nov 2019 01:20:24 GMT",3.029,2_39_78_366_2019-11-19 18:17:20.213198,0002,CA-323,2-39-78-366,America/Los_Angeles,000002170,400,8,20,60,"Tue, 19 Nov 2019 18:17:28 GMT",true,"Tue, 19 Nov 2019 19:17:20 GMT",2170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de9af2ff9af8b0566612c58,0039,"Tue, 19 Nov 2019 18:38:50 GMT","Tue, 19 Nov 2019 20:24:55 GMT","Tue, 19 Nov 2019 20:24:50 GMT",6.29,2_39_95_27_2019-11-19 18:38:49.864333,0002,CA-319,2-39-95-27,America/Los_Angeles,000000515,400,12,30,220,"Tue, 19 Nov 2019 18:39:29 GMT",true,"Tue, 19 Nov 2019 22:18:50 GMT",515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de9af2ff9af8b0566612c59,0039,"Tue, 19 Nov 2019 18:44:07 GMT","Tue, 19 Nov 2019 21:09:56 GMT","Tue, 19 Nov 2019 20:00:07 GMT",0.899,2_39_124_22_2019-11-19 18:44:06.891584,0002,CA-312,2-39-124-22,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de9af2ff9af8b0566612c5a,0039,"Tue, 19 Nov 2019 18:46:00 GMT","Tue, 19 Nov 2019 21:10:29 GMT","Tue, 19 Nov 2019 20:00:09 GMT",0.986,2_39_88_24_2019-11-19 18:45:59.879931,0002,CA-314,2-39-88-24,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de9af2ff9af8b0566612c5b,0039,"Tue, 19 Nov 2019 18:50:22 GMT","Wed, 20 Nov 2019 01:50:18 GMT","Wed, 20 Nov 2019 01:21:26 GMT",0.848,2_39_78_360_2019-11-19 18:50:21.903698,0002,CA-322,2-39-78-360,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de9af2ff9af8b0566612c5c,0039,"Tue, 19 Nov 2019 19:37:33 GMT","Wed, 20 Nov 2019 03:10:21 GMT","Tue, 19 Nov 2019 21:28:36 GMT",11.815,2_39_88_438_2019-11-19 19:37:33.133402,0002,CA-502,2-39-88-438,America/Los_Angeles,000000558,400,24,60,60,"Tue, 19 Nov 2019 19:37:37 GMT",true,"Tue, 19 Nov 2019 20:37:33 GMT",558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de9af2ff9af8b0566612c5d,0039,"Tue, 19 Nov 2019 19:41:01 GMT","Tue, 19 Nov 2019 23:38:25 GMT","Tue, 19 Nov 2019 22:19:31 GMT",1.99,2_39_78_361_2019-11-19 19:41:01.302877,0002,CA-493,2-39-78-361,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de9af2ff9af8b0566612c5e,0039,"Tue, 19 Nov 2019 19:56:30 GMT","Wed, 20 Nov 2019 03:07:36 GMT","Wed, 20 Nov 2019 02:38:32 GMT",37.666,2_39_92_436_2019-11-19 19:56:29.616765,0002,CA-318,2-39-92-436,America/Los_Angeles,000003270,200,40,200,466,"Tue, 19 Nov 2019 19:56:49 GMT",true,"Wed, 20 Nov 2019 03:42:30 GMT",3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de9af2ff9af8b0566612c5f,0039,"Tue, 19 Nov 2019 20:43:18 GMT","Wed, 20 Nov 2019 00:04:20 GMT","Tue, 19 Nov 2019 22:51:42 GMT",0.789,2_39_95_27_2019-11-19 20:43:17.843906,0002,CA-319,2-39-95-27,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de9af2ff9af8b0566612c60,0039,"Tue, 19 Nov 2019 20:46:43 GMT","Tue, 19 Nov 2019 22:17:10 GMT","Tue, 19 Nov 2019 22:17:05 GMT",6.333,2_39_79_377_2019-11-19 20:46:43.412061,0002,CA-325,2-39-79-377,America/Los_Angeles,000000438,400,16,40,168,"Tue, 19 Nov 2019 20:47:25 GMT",true,"Tue, 19 Nov 2019 23:34:43 GMT",438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de9af2ff9af8b0566612c61,0039,"Tue, 19 Nov 2019 21:07:11 GMT","Tue, 19 Nov 2019 23:52:53 GMT","Tue, 19 Nov 2019 22:01:13 GMT",1.851,2_39_90_26_2019-11-19 21:07:10.668636,0002,CA-316,2-39-90-26,America/Los_Angeles,000000560,400,8,20,60,"Tue, 19 Nov 2019 21:07:16 GMT",true,"Tue, 19 Nov 2019 22:07:11 GMT",560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de9af2ff9af8b0566612c62,0039,"Tue, 19 Nov 2019 21:19:25 GMT","Wed, 20 Nov 2019 02:11:57 GMT","Tue, 19 Nov 2019 21:38:04 GMT",0.912,2_39_88_24_2019-11-19 21:19:25.124361,0002,CA-314,2-39-88-24,America/Los_Angeles,000000562,325,3.25,10,212,"Tue, 19 Nov 2019 21:20:05 GMT",true,"Wed, 20 Nov 2019 00:51:25 GMT",562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de9af2ff9af8b0566612c63,0039,"Tue, 19 Nov 2019 21:20:56 GMT","Wed, 20 Nov 2019 02:12:20 GMT","Tue, 19 Nov 2019 23:21:33 GMT",5.563,2_39_79_381_2019-11-19 21:19:08.132682,0002,CA-490,2-39-79-381,America/Los_Angeles,000003600,400,8,20,60,"Tue, 19 Nov 2019 21:20:55 GMT",true,"Tue, 19 Nov 2019 22:20:56 GMT",3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de9af2ff9af8b0566612c64,0039,"Tue, 19 Nov 2019 21:45:53 GMT","Wed, 20 Nov 2019 04:52:45 GMT","Wed, 20 Nov 2019 00:49:39 GMT",8.631,2_39_78_367_2019-11-19 21:45:53.040695,0002,CA-494,2-39-78-367,America/Los_Angeles,000002461,400,12,30,344,"Tue, 19 Nov 2019 21:46:42 GMT",true,"Wed, 20 Nov 2019 03:29:53 GMT",2461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de9af2ff9af8b0566612c65,0039,"Tue, 19 Nov 2019 21:51:22 GMT","Wed, 20 Nov 2019 01:16:33 GMT","Tue, 19 Nov 2019 23:25:17 GMT",5.24,2_39_95_444_2019-11-19 21:51:22.069226,0002,CA-497,2-39-95-444,America/Los_Angeles,000000515,400,12,30,220,"Tue, 19 Nov 2019 21:51:23 GMT",true,"Wed, 20 Nov 2019 01:31:22 GMT",515,400,12,30,220,"Tue, 19 Nov 2019 21:51:34 GMT",true,"Wed, 20 Nov 2019 01:31:22 GMT",515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de9af2ff9af8b0566612c66,0039,"Wed, 20 Nov 2019 00:27:55 GMT","Wed, 20 Nov 2019 02:25:44 GMT","Wed, 20 Nov 2019 01:19:43 GMT",2.437,2_39_95_27_2019-11-20 00:27:54.791844,0002,CA-319,2-39-95-27,America/Los_Angeles,000001920,400,8,20,60,"Wed, 20 Nov 2019 00:30:58 GMT",true,"Wed, 20 Nov 2019 01:27:55 GMT",1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de9af2ff9af8b0566612c67,0039,"Wed, 20 Nov 2019 01:22:24 GMT","Wed, 20 Nov 2019 02:44:15 GMT","Wed, 20 Nov 2019 02:44:10 GMT",4.367,2_39_130_31_2019-11-20 01:22:24.210781,0002,CA-306,2-39-130-31,America/Los_Angeles,000000365,333,9.99,30,104,"Wed, 20 Nov 2019 01:22:38 GMT",true,"Wed, 20 Nov 2019 03:06:24 GMT",365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de9af2ff9af8b0566612c68,0039,"Wed, 20 Nov 2019 04:18:44 GMT","Wed, 20 Nov 2019 05:39:47 GMT","Wed, 20 Nov 2019 05:32:01 GMT",7.354,2_39_138_29_2019-11-20 04:18:44.047036,0002,CA-304,2-39-138-29,America/Los_Angeles,000001263,375,30,80,115,"Wed, 20 Nov 2019 04:19:23 GMT",true,"Wed, 20 Nov 2019 06:13:44 GMT",1263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de9af2ff9af8b0566612c69,0039,"Wed, 20 Nov 2019 04:27:20 GMT","Wed, 20 Nov 2019 06:39:40 GMT","Wed, 20 Nov 2019 06:36:15 GMT",13.137,2_39_127_19_2019-11-20 04:27:20.471989,0002,CA-309,2-39-127-19,America/Los_Angeles,000001099,400,28,70,127,"Wed, 20 Nov 2019 04:28:03 GMT",true,"Wed, 20 Nov 2019 06:34:20 GMT",1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5deb00aff9af8b098c54c3e1,0039,"Wed, 20 Nov 2019 16:11:45 GMT","Wed, 20 Nov 2019 16:58:26 GMT","Wed, 20 Nov 2019 16:58:20 GMT",2.746,2_39_78_361_2019-11-20 16:11:45.296325,0002,CA-493,2-39-78-361,America/Los_Angeles,000001524,400,8,20,129,"Wed, 20 Nov 2019 16:11:53 GMT",true,"Wed, 20 Nov 2019 18:20:45 GMT",1524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5deb00aff9af8b098c54c3e2,0039,"Wed, 20 Nov 2019 16:15:06 GMT","Wed, 20 Nov 2019 22:22:37 GMT","Wed, 20 Nov 2019 17:49:53 GMT",9.272,2_39_78_366_2019-11-20 16:15:05.851264,0002,CA-323,2-39-78-366,America/Los_Angeles,000003853,360,7.2,20,600,"Wed, 20 Nov 2019 16:15:20 GMT",true,"Thu, 21 Nov 2019 02:15:06 GMT",3853,360,14.4,40,600,"Wed, 20 Nov 2019 16:15:26 GMT",true,"Thu, 21 Nov 2019 02:15:06 GMT",3853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5deb00aff9af8b098c54c3e3,0039,"Wed, 20 Nov 2019 16:31:47 GMT","Thu, 21 Nov 2019 01:00:15 GMT","Wed, 20 Nov 2019 17:58:17 GMT",9.17,2_39_92_442_2019-11-20 16:31:47.436333,0002,CA-498,2-39-92-442,America/Los_Angeles,000001470,292,17.52,60,477,"Wed, 20 Nov 2019 16:32:10 GMT",true,"Thu, 21 Nov 2019 00:28:47 GMT",1470,292,17.52,60,477,"Thu, 21 Nov 2019 01:00:08 GMT",true,"Thu, 21 Nov 2019 00:28:47 GMT",1470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5deb00aff9af8b098c54c3e4,0039,"Wed, 20 Nov 2019 16:43:47 GMT","Thu, 21 Nov 2019 00:24:34 GMT","Thu, 21 Nov 2019 00:25:33 GMT",3.742,2_39_78_362_2019-11-20 16:43:46.639058,0002,CA-496,2-39-78-362,America/Los_Angeles,000000634,400,4,10,60,"Wed, 20 Nov 2019 16:44:19 GMT",true,"Wed, 20 Nov 2019 17:43:47 GMT",634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5deb00aff9af8b098c54c3e5,0039,"Wed, 20 Nov 2019 17:09:17 GMT","Thu, 21 Nov 2019 00:23:05 GMT","Wed, 20 Nov 2019 18:23:22 GMT",3.645,2_39_89_25_2019-11-20 17:09:16.582491,0002,CA-315,2-39-89-25,America/Los_Angeles,000000743,400,8,20,470,"Wed, 20 Nov 2019 17:09:33 GMT",true,"Thu, 21 Nov 2019 00:59:17 GMT",743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5deb00aff9af8b098c54c3e6,0039,"Wed, 20 Nov 2019 17:13:07 GMT","Thu, 21 Nov 2019 04:33:26 GMT","Wed, 20 Nov 2019 18:04:48 GMT",1.655,2_39_91_437_2019-11-20 17:13:07.267424,0002,CA-317,2-39-91-437,America/Los_Angeles,000000324,444,8.88,20,168,"Wed, 20 Nov 2019 17:16:24 GMT",true,"Wed, 20 Nov 2019 20:01:07 GMT",324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5deb00aff9af8b098c54c3e7,0039,"Wed, 20 Nov 2019 17:15:21 GMT","Thu, 21 Nov 2019 00:17:12 GMT","Thu, 21 Nov 2019 00:17:07 GMT",0.993,2_39_79_382_2019-11-20 17:15:21.466975,0002,CA-491,2-39-79-382,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5deb00aff9af8b098c54c3e8,0039,"Wed, 20 Nov 2019 17:15:52 GMT","Wed, 20 Nov 2019 20:29:44 GMT","Wed, 20 Nov 2019 20:22:48 GMT",0.983,2_39_78_361_2019-11-20 17:15:51.565660,0002,CA-493,2-39-78-361,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5deb00aff9af8b098c54c3e9,0039,"Wed, 20 Nov 2019 17:19:02 GMT","Thu, 21 Nov 2019 02:25:48 GMT","Wed, 20 Nov 2019 23:24:16 GMT",39.893,2_39_90_440_2019-11-20 17:19:01.539549,0002,CA-500,2-39-90-440,America/Los_Angeles,000001122,400,40,100,551,"Wed, 20 Nov 2019 17:20:09 GMT",true,"Thu, 21 Nov 2019 02:30:02 GMT",1122,400,40,100,1078,"Thu, 21 Nov 2019 00:05:45 GMT",true,"Thu, 21 Nov 2019 11:17:02 GMT",1122,,400,40,100,1078,"Thu, 21 Nov 2019 00:07:10 GMT",true,"Thu, 21 Nov 2019 11:17:02 GMT",1122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5deb00aff9af8b098c54c3ea,0039,"Wed, 20 Nov 2019 17:19:26 GMT","Wed, 20 Nov 2019 22:59:08 GMT","Wed, 20 Nov 2019 18:31:44 GMT",0.894,2_39_123_23_2019-11-20 17:19:26.334678,0002,CA-313,2-39-123-23,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5deb00aff9af8b098c54c3eb,0039,"Wed, 20 Nov 2019 17:31:58 GMT","Wed, 20 Nov 2019 17:39:08 GMT","Wed, 20 Nov 2019 17:39:07 GMT",0.735,2_39_78_360_2019-11-20 17:31:57.924210,0002,CA-322,2-39-78-360,America/Los_Angeles,000000714,400,20,50,451,"Wed, 20 Nov 2019 17:32:20 GMT",true,"Thu, 21 Nov 2019 01:02:58 GMT",714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5deb00aff9af8b098c54c3ec,0039,"Wed, 20 Nov 2019 17:48:24 GMT","Wed, 20 Nov 2019 19:24:57 GMT","Wed, 20 Nov 2019 19:24:52 GMT",5.297,2_39_95_27_2019-11-20 17:48:23.950631,0002,CA-319,2-39-95-27,America/Los_Angeles,000002170,400,8,20,60,"Wed, 20 Nov 2019 17:48:42 GMT",true,"Wed, 20 Nov 2019 18:48:24 GMT",2170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5deb00aff9af8b098c54c3ed,0039,"Wed, 20 Nov 2019 17:56:37 GMT","Thu, 21 Nov 2019 01:44:06 GMT","Wed, 20 Nov 2019 18:31:15 GMT",0.912,2_39_78_360_2019-11-20 17:56:36.945913,0002,CA-322,2-39-78-360,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5deb00aff9af8b098c54c3ee,0039,"Wed, 20 Nov 2019 18:01:17 GMT","Thu, 21 Nov 2019 02:36:01 GMT","Wed, 20 Nov 2019 18:59:44 GMT",2.714,2_39_124_22_2019-11-20 18:01:07.059585,0002,CA-312,2-39-124-22,America/Los_Angeles,000001864,400,12,30,361,"Wed, 20 Nov 2019 18:01:17 GMT",true,"Thu, 21 Nov 2019 00:02:17 GMT",1864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5deb00aff9af8b098c54c3ef,0039,"Wed, 20 Nov 2019 18:09:00 GMT","Thu, 21 Nov 2019 01:54:00 GMT","Wed, 20 Nov 2019 21:02:07 GMT",12.694,2_39_79_376_2019-11-20 18:09:00.355307,0002,CA-324,2-39-79-376,America/Los_Angeles,000001095,400,16,40,441,"Wed, 20 Nov 2019 18:09:10 GMT",true,"Thu, 21 Nov 2019 01:30:00 GMT",1095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5deb00aff9af8b098c54c3f0,0039,"Wed, 20 Nov 2019 18:19:11 GMT","Wed, 20 Nov 2019 21:21:22 GMT","Wed, 20 Nov 2019 21:16:20 GMT",8.899,2_39_79_379_2019-11-20 18:19:11.264736,0002,CA-327,2-39-79-379,America/Los_Angeles,000001137,400,16,40,152,"Wed, 20 Nov 2019 18:22:22 GMT",true,"Wed, 20 Nov 2019 20:51:11 GMT",1137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5deb00aff9af8b098c54c3f1,0039,"Wed, 20 Nov 2019 18:24:56 GMT","Thu, 21 Nov 2019 03:14:48 GMT","Wed, 20 Nov 2019 20:19:50 GMT",11.326,2_39_79_380_2019-11-20 18:24:55.623694,0002,CA-489,2-39-79-380,America/Los_Angeles,000000558,400,24,60,60,"Wed, 20 Nov 2019 18:24:56 GMT",true,"Wed, 20 Nov 2019 19:24:56 GMT",558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5deb00aff9af8b098c54c3f2,0039,"Wed, 20 Nov 2019 18:28:46 GMT","Thu, 21 Nov 2019 01:21:06 GMT","Wed, 20 Nov 2019 19:00:49 GMT",1.539,2_39_79_377_2019-11-20 18:28:46.486772,0002,CA-325,2-39-79-377,America/Los_Angeles,000000751,400,8,20,60,"Wed, 20 Nov 2019 18:28:55 GMT",true,"Wed, 20 Nov 2019 19:28:46 GMT",751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5deb00aff9af8b098c54c3f3,0039,"Wed, 20 Nov 2019 18:31:43 GMT","Thu, 21 Nov 2019 03:35:42 GMT","Thu, 21 Nov 2019 01:48:02 GMT",43.077,2_39_78_364_2019-11-20 18:31:30.082960,0002,CA-495,2-39-78-364,America/Los_Angeles,000002743,240,60,250,576,"Wed, 20 Nov 2019 18:31:43 GMT",true,"Thu, 21 Nov 2019 04:07:43 GMT",2743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
